Algoritmo,Imagen,Tiempo
CUDA CPU V2, image_2000_9_1.png,35350
CUDA CPU,image_2000_9_2.png,43487
CPU,image_2000_9_2.png,153337
CUDA, image_2000_9_2.png,53219
CUDA V2, image_2000_9_2.png,37003
CUDA CPU V2, image_2000_9_2.png,35512
CUDA CPU,image_2000_9_3.png,46177
CPU,image_2000_9_3.png,150003
CUDA, image_2000_9_3.png,57687
CUDA V2, image_2000_9_3.png,37118
CUDA CPU V2, image_2000_9_3.png,35595
CUDA CPU,image_2000_9_4.png,44124
CPU,image_2000_9_4.png,153668
CUDA, image_2000_9_4.png,57805
CUDA V2, image_2000_9_4.png,38174
CUDA CPU V2, image_2000_9_4.png,35810
CUDA CPU,image_2000_9_5.png,44233
CPU,image_2000_9_5.png,156206
CUDA, image_2000_9_5.png,57481
CUDA V2, image_2000_9_5.png,36458
CUDA CPU V2, image_2000_9_5.png,35597
CUDA CPU,image_2000_9_6.png,49169
CPU,image_2000_9_6.png,149341
CUDA, image_2000_9_6.png,58521
CUDA V2, image_2000_9_6.png,37064
CUDA CPU V2, image_2000_9_6.png,35688
CUDA CPU,image_2000_9_7.png,45581
CPU,image_2000_9_7.png,153002
CUDA, image_2000_9_7.png,57637
CUDA V2, image_2000_9_7.png,37660
CUDA CPU V2, image_2000_9_7.png,35758
CUDA CPU,image_2000_9_8.png,45254
CPU,image_2000_9_8.png,152475
CUDA, image_2000_9_8.png,56907
CUDA V2, image_2000_9_8.png,36542
CUDA CPU V2, image_2000_9_8.png,35930
CUDA CPU,image_2000_9_9.png,46362
CPU,image_2000_9_9.png,150252
CUDA, image_2000_9_9.png,57423
CUDA V2, image_2000_9_9.png,36372
CUDA CPU V2, image_2000_9_9.png,36446
CUDA CPU,image_2500_0_0.png,36919
CPU,image_2500_0_0.png,124912
CUDA, image_2500_0_0.png,35225
CUDA V2, image_2500_0_0.png,20476
CUDA CPU V2, image_2500_0_0.png,23942
CUDA CPU,image_2500_0_1.png,29002
CPU,image_2500_0_1.png,128050
CUDA, image_2500_0_1.png,38285
CUDA V2, image_2500_0_1.png,26361
CUDA CPU V2, image_2500_0_1.png,24337
CUDA CPU,image_2500_0_2.png,30477
CPU,image_2500_0_2.png,122352
CUDA, image_2500_0_2.png,34646
CUDA V2, image_2500_0_2.png,22746
CUDA CPU V2, image_2500_0_2.png,24503
CUDA CPU,image_2500_0_3.png,28298
CPU,image_2500_0_3.png,122088
CUDA, image_2500_0_3.png,37954
CUDA V2, image_2500_0_3.png,23624
CUDA CPU V2, image_2500_0_3.png,23943
CUDA CPU,image_2500_0_4.png,29137
CPU,image_2500_0_4.png,126384
CUDA, image_2500_0_4.png,38784
CUDA V2, image_2500_0_4.png,22900
CUDA CPU V2, image_2500_0_4.png,30908
CUDA CPU,image_2500_0_5.png,35302
CPU,image_2500_0_5.png,129908
CUDA, image_2500_0_5.png,42861
CUDA V2, image_2500_0_5.png,29565
CUDA CPU V2, image_2500_0_5.png,30732
CUDA CPU,image_2500_0_6.png,37154
CPU,image_2500_0_6.png,125541
CUDA, image_2500_0_6.png,43657
CUDA V2, image_2500_0_6.png,25112
CUDA CPU V2, image_2500_0_6.png,28309
CUDA CPU,image_2500_0_7.png,36472
CPU,image_2500_0_7.png,131606
CUDA, image_2500_0_7.png,41840
CUDA V2, image_2500_0_7.png,30646
CUDA CPU V2, image_2500_0_7.png,31720
CUDA CPU,image_2500_0_8.png,37488
CPU,image_2500_0_8.png,130353
CUDA, image_2500_0_8.png,46726
CUDA V2, image_2500_0_8.png,24180
CUDA CPU V2, image_2500_0_8.png,28534
CUDA CPU,image_2500_0_9.png,36742
CPU,image_2500_0_9.png,126420
CUDA, image_2500_0_9.png,41836
CUDA V2, image_2500_0_9.png,30623
CUDA CPU V2, image_2500_0_9.png,32148
CUDA CPU,image_2500_12_0.png,66876
CPU,image_2500_12_0.png,279214
CUDA, image_2500_12_0.png,92240
CUDA V2, image_2500_12_0.png,61543
CUDA CPU V2, image_2500_12_0.png,65972
CUDA CPU,image_2500_12_1.png,99364
CPU,image_2500_12_1.png,380458
CUDA, image_2500_12_1.png,95820
CUDA V2, image_2500_12_1.png,62442
CUDA CPU V2, image_2500_12_1.png,60878
CUDA CPU,image_2500_12_2.png,74244
CPU,image_2500_12_2.png,279146
CUDA, image_2500_12_2.png,89150
CUDA V2, image_2500_12_2.png,61760
CUDA CPU V2, image_2500_12_2.png,60311
CUDA CPU,image_2500_12_3.png,71897
CPU,image_2500_12_3.png,277769
CUDA, image_2500_12_3.png,89610
CUDA V2, image_2500_12_3.png,60229
CUDA CPU V2, image_2500_12_3.png,62692
CUDA CPU,image_2500_12_4.png,71594
CPU,image_2500_12_4.png,274780
CUDA, image_2500_12_4.png,93154
CUDA V2, image_2500_12_4.png,61078
CUDA CPU V2, image_2500_12_4.png,61160
CUDA CPU,image_2500_12_5.png,72414
CPU,image_2500_12_5.png,274750
CUDA, image_2500_12_5.png,89145
CUDA V2, image_2500_12_5.png,61028
CUDA CPU V2, image_2500_12_5.png,60341
CUDA CPU,image_2500_12_6.png,74542
CPU,image_2500_12_6.png,274202
CUDA, image_2500_12_6.png,87958
CUDA V2, image_2500_12_6.png,62917
CUDA CPU V2, image_2500_12_6.png,61327
CUDA CPU,image_2500_12_7.png,72426
CPU,image_2500_12_7.png,277763
CUDA, image_2500_12_7.png,86754
CUDA V2, image_2500_12_7.png,62827
CUDA CPU V2, image_2500_12_7.png,60904
CUDA CPU,image_2500_12_8.png,75264
CPU,image_2500_12_8.png,276928
CUDA, image_2500_12_8.png,89199
CUDA V2, image_2500_12_8.png,61208
CUDA CPU V2, image_2500_12_8.png,62792
CUDA CPU,image_2500_12_9.png,73348
CPU,image_2500_12_9.png,275741
CUDA, image_2500_12_9.png,90531
CUDA V2, image_2500_12_9.png,61174
CUDA CPU V2, image_2500_12_9.png,62399
CUDA CPU,image_2500_15_0.png,76250
CPU,image_2500_15_0.png,312693
CUDA, image_2500_15_0.png,95988
CUDA V2, image_2500_15_0.png,65118
CUDA CPU V2, image_2500_15_0.png,65571
CUDA CPU,image_2500_15_1.png,76260
CPU,image_2500_15_1.png,313664
CUDA, image_2500_15_1.png,94103
CUDA V2, image_2500_15_1.png,63938
CUDA CPU V2, image_2500_15_1.png,65776
CUDA CPU,image_2500_15_2.png,76592
CPU,image_2500_15_2.png,315236
CUDA, image_2500_15_2.png,92868
CUDA V2, image_2500_15_2.png,64112
CUDA CPU V2, image_2500_15_2.png,66581
CUDA CPU,image_2500_15_3.png,78260
CPU,image_2500_15_3.png,313395
CUDA, image_2500_15_3.png,93408
CUDA V2, image_2500_15_3.png,65313
CUDA CPU V2, image_2500_15_3.png,64089
CUDA CPU,image_2500_15_4.png,76312
CPU,image_2500_15_4.png,319882
CUDA, image_2500_15_4.png,95562
CUDA V2, image_2500_15_4.png,66312
CUDA CPU V2, image_2500_15_4.png,64609
CUDA CPU,image_2500_15_5.png,75419
CPU,image_2500_15_5.png,314116
CUDA, image_2500_15_5.png,90200
CUDA V2, image_2500_15_5.png,65381
CUDA CPU V2, image_2500_15_5.png,64393
CUDA CPU,image_2500_15_6.png,81819
CPU,image_2500_15_6.png,432198
CUDA, image_2500_15_6.png,101351
CUDA V2, image_2500_15_6.png,75101
CUDA CPU V2, image_2500_15_6.png,69961
CUDA CPU,image_2500_15_7.png,98374
CPU,image_2500_15_7.png,405098
CUDA, image_2500_15_7.png,91613
CUDA V2, image_2500_15_7.png,60859
CUDA CPU V2, image_2500_15_7.png,60873
CUDA CPU,image_2500_15_8.png,73623
CPU,image_2500_15_8.png,311165
CUDA, image_2500_15_8.png,90888
CUDA V2, image_2500_15_8.png,61388
CUDA CPU V2, image_2500_15_8.png,60404
CUDA CPU,image_2500_15_9.png,73633
CPU,image_2500_15_9.png,305808
CUDA, image_2500_15_9.png,87857
CUDA V2, image_2500_15_9.png,62081
CUDA CPU V2, image_2500_15_9.png,60822
CUDA CPU,image_2500_18_0.png,78691
CPU,image_2500_18_0.png,343519
CUDA, image_2500_18_0.png,97675
CUDA V2, image_2500_18_0.png,64402
CUDA CPU V2, image_2500_18_0.png,65254
CUDA CPU,image_2500_18_1.png,76538
CPU,image_2500_18_1.png,345170
CUDA, image_2500_18_1.png,93586
CUDA V2, image_2500_18_1.png,65837
CUDA CPU V2, image_2500_18_1.png,66290
CUDA CPU,image_2500_18_2.png,75614
CPU,image_2500_18_2.png,345527
CUDA, image_2500_18_2.png,95800
CUDA V2, image_2500_18_2.png,66161
CUDA CPU V2, image_2500_18_2.png,64488
CUDA CPU,image_2500_18_3.png,82790
CPU,image_2500_18_3.png,343334
CUDA, image_2500_18_3.png,95199
CUDA V2, image_2500_18_3.png,72420
CUDA CPU V2, image_2500_18_3.png,70515
CUDA CPU,image_2500_18_4.png,64763
CPU,image_2500_18_4.png,346231
CUDA, image_2500_18_4.png,96523
CUDA V2, image_2500_18_4.png,65001
CUDA CPU V2, image_2500_18_4.png,64715
CUDA CPU,image_2500_18_5.png,81555
CPU,image_2500_18_5.png,345453
CUDA, image_2500_18_5.png,93990
CUDA V2, image_2500_18_5.png,65669
CUDA CPU V2, image_2500_18_5.png,66086
CUDA CPU,image_2500_18_6.png,77027
CPU,image_2500_18_6.png,347172
CUDA, image_2500_18_6.png,93033
CUDA V2, image_2500_18_6.png,68133
CUDA CPU V2, image_2500_18_6.png,64570
CUDA CPU,image_2500_18_7.png,80329
CPU,image_2500_18_7.png,342535
CUDA, image_2500_18_7.png,98113
CUDA V2, image_2500_18_7.png,59713
CUDA CPU V2, image_2500_18_7.png,57318
CUDA CPU,image_2500_18_8.png,64267
CPU,image_2500_18_8.png,349634
CUDA, image_2500_18_8.png,92707
CUDA V2, image_2500_18_8.png,66125
CUDA CPU V2, image_2500_18_8.png,65119
CUDA CPU,image_2500_18_9.png,78662
CPU,image_2500_18_9.png,343738
CUDA, image_2500_18_9.png,95595
CUDA V2, image_2500_18_9.png,65237
CUDA CPU V2, image_2500_18_9.png,65816
CUDA CPU,image_2500_3_0.png,54592
CPU,image_2500_3_0.png,164508
CUDA, image_2500_3_0.png,68465
CUDA V2, image_2500_3_0.png,43044
CUDA CPU V2, image_2500_3_0.png,42180
CUDA CPU,image_2500_3_1.png,53071
CPU,image_2500_3_1.png,169968
CUDA, image_2500_3_1.png,65348
CUDA V2, image_2500_3_1.png,42841
CUDA CPU V2, image_2500_3_1.png,42698
CUDA CPU,image_2500_3_2.png,51673
CPU,image_2500_3_2.png,161681
CUDA, image_2500_3_2.png,63505
CUDA V2, image_2500_3_2.png,42436
CUDA CPU V2, image_2500_3_2.png,42282
CUDA CPU,image_2500_3_3.png,51530
CPU,image_2500_3_3.png,164897
CUDA, image_2500_3_3.png,66796
CUDA V2, image_2500_3_3.png,42500
CUDA CPU V2, image_2500_3_3.png,42416
CUDA CPU,image_2500_3_4.png,50632
CPU,image_2500_3_4.png,163867
CUDA, image_2500_3_4.png,64524
CUDA V2, image_2500_3_4.png,45085
CUDA CPU V2, image_2500_3_4.png,42428
CUDA CPU,image_2500_3_5.png,51120
CPU,image_2500_3_5.png,165135
CUDA, image_2500_3_5.png,63085
CUDA V2, image_2500_3_5.png,42827
CUDA CPU V2, image_2500_3_5.png,44343
CUDA CPU,image_2500_3_6.png,51020
CPU,image_2500_3_6.png,165923
CUDA, image_2500_3_6.png,65473
CUDA V2, image_2500_3_6.png,43528
CUDA CPU V2, image_2500_3_6.png,43998
CUDA CPU,image_2500_3_7.png,52455
CPU,image_2500_3_7.png,165372
CUDA, image_2500_3_7.png,62766
CUDA V2, image_2500_3_7.png,43580
CUDA CPU V2, image_2500_3_7.png,43334
CUDA CPU,image_2500_3_8.png,52975
CPU,image_2500_3_8.png,161695
CUDA, image_2500_3_8.png,66360
CUDA V2, image_2500_3_8.png,43111
CUDA CPU V2, image_2500_3_8.png,42747
CUDA CPU,image_2500_3_9.png,53172
CPU,image_2500_3_9.png,165903
CUDA, image_2500_3_9.png,64402
CUDA V2, image_2500_3_9.png,43055
CUDA CPU V2, image_2500_3_9.png,43092
CUDA CPU,image_2500_6_0.png,57077
CPU,image_2500_6_0.png,200538
CUDA, image_2500_6_0.png,76807
CUDA V2, image_2500_6_0.png,52354
CUDA CPU V2, image_2500_6_0.png,49513
CUDA CPU,image_2500_6_1.png,61392
CPU,image_2500_6_1.png,198801
CUDA, image_2500_6_1.png,77868
CUDA V2, image_2500_6_1.png,49872
CUDA CPU V2, image_2500_6_1.png,50692
CUDA CPU,image_2500_6_2.png,60853
CPU,image_2500_6_2.png,199886
CUDA, image_2500_6_2.png,76836
CUDA V2, image_2500_6_2.png,50357
CUDA CPU V2, image_2500_6_2.png,51953
CUDA CPU,image_2500_6_3.png,59571
CPU,image_2500_6_3.png,200915
CUDA, image_2500_6_3.png,76596
CUDA V2, image_2500_6_3.png,51115
CUDA CPU V2, image_2500_6_3.png,49609
CUDA CPU,image_2500_6_4.png,59468
CPU,image_2500_6_4.png,201946
CUDA, image_2500_6_4.png,75724
CUDA V2, image_2500_6_4.png,50825
CUDA CPU V2, image_2500_6_4.png,49226
CUDA CPU,image_2500_6_5.png,58770
CPU,image_2500_6_5.png,200587
CUDA, image_2500_6_5.png,74163
CUDA V2, image_2500_6_5.png,50400
CUDA CPU V2, image_2500_6_5.png,49077
CUDA CPU,image_2500_6_6.png,62295
CPU,image_2500_6_6.png,199879
CUDA, image_2500_6_6.png,77288
CUDA V2, image_2500_6_6.png,49306
CUDA CPU V2, image_2500_6_6.png,48646
CUDA CPU,image_2500_6_7.png,58741
CPU,image_2500_6_7.png,200836
CUDA, image_2500_6_7.png,72542
CUDA V2, image_2500_6_7.png,49493
CUDA CPU V2, image_2500_6_7.png,48342
CUDA CPU,image_2500_6_8.png,57027
CPU,image_2500_6_8.png,200520
CUDA, image_2500_6_8.png,73637
CUDA V2, image_2500_6_8.png,49759
CUDA CPU V2, image_2500_6_8.png,50902
CUDA CPU,image_2500_6_9.png,58085
CPU,image_2500_6_9.png,203937
CUDA, image_2500_6_9.png,74442
CUDA V2, image_2500_6_9.png,51378
CUDA CPU V2, image_2500_6_9.png,49428
CUDA CPU,image_2500_9_0.png,63673
CPU,image_2500_9_0.png,235834
CUDA, image_2500_9_0.png,82201
CUDA V2, image_2500_9_0.png,53393
CUDA CPU V2, image_2500_9_0.png,53029
CUDA CPU,image_2500_9_1.png,65637
CPU,image_2500_9_1.png,237468
CUDA, image_2500_9_1.png,81276
CUDA V2, image_2500_9_1.png,54463
CUDA CPU V2, image_2500_9_1.png,54968
CUDA CPU,image_2500_9_2.png,64331
CPU,image_2500_9_2.png,236664
CUDA, image_2500_9_2.png,84834
CUDA V2, image_2500_9_2.png,54923
CUDA CPU V2, image_2500_9_2.png,53779
CUDA CPU,image_2500_9_3.png,67631
CPU,image_2500_9_3.png,237503
CUDA, image_2500_9_3.png,83125
CUDA V2, image_2500_9_3.png,54514
CUDA CPU V2, image_2500_9_3.png,56925
CUDA CPU,image_2500_9_4.png,64418
CPU,image_2500_9_4.png,235499
CUDA, image_2500_9_4.png,84591
CUDA V2, image_2500_9_4.png,54257
CUDA CPU V2, image_2500_9_4.png,53651
CUDA CPU,image_2500_9_5.png,65363
CPU,image_2500_9_5.png,237730
CUDA, image_2500_9_5.png,52971
CUDA V2, image_2500_9_5.png,49849
CUDA CPU V2, image_2500_9_5.png,51041
CUDA CPU,image_2500_9_6.png,64948
CPU,image_2500_9_6.png,236428
CUDA, image_2500_9_6.png,79056
CUDA V2, image_2500_9_6.png,55597
CUDA CPU V2, image_2500_9_6.png,53315
CUDA CPU,image_2500_9_7.png,71383
CPU,image_2500_9_7.png,245589
CUDA, image_2500_9_7.png,81886
CUDA V2, image_2500_9_7.png,53347
CUDA CPU V2, image_2500_9_7.png,52670
CUDA CPU,image_2500_9_8.png,66834
CPU,image_2500_9_8.png,239334
CUDA, image_2500_9_8.png,80828
CUDA V2, image_2500_9_8.png,55106
CUDA CPU V2, image_2500_9_8.png,53466
CUDA CPU,image_2500_9_9.png,63594
CPU,image_2500_9_9.png,235468
CUDA, image_2500_9_9.png,83619
CUDA V2, image_2500_9_9.png,54805
CUDA CPU V2, image_2500_9_9.png,53618
CUDA CPU,image_500_0_0.png,7353
CPU,image_500_0_0.png,5030
CUDA, image_500_0_0.png,5359
CUDA V2, image_500_0_0.png,3659
CUDA CPU V2, image_500_0_0.png,2883
CUDA CPU,image_500_0_1.png,5078
CPU,image_500_0_1.png,6377
CUDA, image_500_0_1.png,5567
CUDA V2, image_500_0_1.png,4170
CUDA CPU V2, image_500_0_1.png,2821
CUDA CPU,image_500_0_2.png,5028
CPU,image_500_0_2.png,4781
CUDA, image_500_0_2.png,6502
CUDA V2, image_500_0_2.png,3553
CUDA CPU V2, image_500_0_2.png,2580
CUDA CPU,image_500_0_3.png,4688
CPU,image_500_0_3.png,4923
CUDA, image_500_0_3.png,5785
CUDA V2, image_500_0_3.png,3421
CUDA CPU V2, image_500_0_3.png,2566
CUDA CPU,image_500_0_4.png,5311
CPU,image_500_0_4.png,5188
CUDA, image_500_0_4.png,5752
CUDA V2, image_500_0_4.png,3102
CUDA CPU V2, image_500_0_4.png,2486
CUDA CPU,image_500_0_5.png,5550
CPU,image_500_0_5.png,4938
CUDA, image_500_0_5.png,5313
CUDA V2, image_500_0_5.png,3421
CUDA CPU V2, image_500_0_5.png,2431
CUDA CPU,image_500_0_6.png,6213
CPU,image_500_0_6.png,4952
CUDA, image_500_0_6.png,6036
CUDA V2, image_500_0_6.png,3406
CUDA CPU V2, image_500_0_6.png,2459
CUDA CPU,image_500_0_7.png,5361
CPU,image_500_0_7.png,4870
CUDA, image_500_0_7.png,5583
CUDA V2, image_500_0_7.png,3326
CUDA CPU V2, image_500_0_7.png,2950
CUDA CPU,image_500_0_8.png,5486
CPU,image_500_0_8.png,4905
CUDA, image_500_0_8.png,5949
CUDA V2, image_500_0_8.png,3396
CUDA CPU V2, image_500_0_8.png,2630
CUDA CPU,image_500_0_9.png,5168
CPU,image_500_0_9.png,4908
CUDA, image_500_0_9.png,5874
CUDA V2, image_500_0_9.png,3671
CUDA CPU V2, image_500_0_9.png,3037
CUDA CPU,image_500_12_0.png,7747
CPU,image_500_12_0.png,10919
CUDA, image_500_12_0.png,7824
CUDA V2, image_500_12_0.png,4623
CUDA CPU V2, image_500_12_0.png,4355
CUDA CPU,image_500_12_1.png,7936
CPU,image_500_12_1.png,10588
CUDA, image_500_12_1.png,9195
CUDA V2, image_500_12_1.png,6023
CUDA CPU V2, image_500_12_1.png,4946
CUDA CPU,image_500_12_2.png,7979
CPU,image_500_12_2.png,10747
CUDA, image_500_12_2.png,8928
CUDA V2, image_500_12_2.png,5485
CUDA CPU V2, image_500_12_2.png,4265
CUDA CPU,image_500_12_3.png,8585
CPU,image_500_12_3.png,11155
CUDA, image_500_12_3.png,9557
CUDA V2, image_500_12_3.png,5891
CUDA CPU V2, image_500_12_3.png,4531
CUDA CPU,image_500_12_4.png,8913
CPU,image_500_12_4.png,11073
CUDA, image_500_12_4.png,9378
CUDA V2, image_500_12_4.png,5361
CUDA CPU V2, image_500_12_4.png,4662
CUDA CPU,image_500_12_5.png,8839
CPU,image_500_12_5.png,12000
CUDA, image_500_12_5.png,9743
CUDA V2, image_500_12_5.png,5278
CUDA CPU V2, image_500_12_5.png,4555
CUDA CPU,image_500_12_6.png,8876
CPU,image_500_12_6.png,10933
CUDA, image_500_12_6.png,10447
CUDA V2, image_500_12_6.png,5205
CUDA CPU V2, image_500_12_6.png,4313
CUDA CPU,image_500_12_7.png,8770
CPU,image_500_12_7.png,11293
CUDA, image_500_12_7.png,10384
CUDA V2, image_500_12_7.png,5170
CUDA CPU V2, image_500_12_7.png,4313
CUDA CPU,image_500_12_8.png,8868
CPU,image_500_12_8.png,10569
CUDA, image_500_12_8.png,9759
CUDA V2, image_500_12_8.png,5639
CUDA CPU V2, image_500_12_8.png,4315
CUDA CPU,image_500_12_9.png,9167
CPU,image_500_12_9.png,10768
CUDA, image_500_12_9.png,10308
CUDA V2, image_500_12_9.png,5339
CUDA CPU V2, image_500_12_9.png,4569
CUDA CPU,image_500_15_0.png,12040
CPU,image_500_15_0.png,12161
CUDA, image_500_15_0.png,10612
CUDA V2, image_500_15_0.png,5467
CUDA CPU V2, image_500_15_0.png,4843
CUDA CPU,image_500_15_1.png,9661
CPU,image_500_15_1.png,12349
CUDA, image_500_15_1.png,10961
CUDA V2, image_500_15_1.png,5660
CUDA CPU V2, image_500_15_1.png,4492
CUDA CPU,image_500_15_2.png,8536
CPU,image_500_15_2.png,12179
CUDA, image_500_15_2.png,9931
CUDA V2, image_500_15_2.png,5866
CUDA CPU V2, image_500_15_2.png,4579
CUDA CPU,image_500_15_3.png,11344
CPU,image_500_15_3.png,12182
CUDA, image_500_15_3.png,10064
CUDA V2, image_500_15_3.png,5907
CUDA CPU V2, image_500_15_3.png,4474
CUDA CPU,image_500_15_4.png,8911
CPU,image_500_15_4.png,12172
CUDA, image_500_15_4.png,9782
CUDA V2, image_500_15_4.png,5503
CUDA CPU V2, image_500_15_4.png,4681
CUDA CPU,image_500_15_5.png,8819
CPU,image_500_15_5.png,11805
CUDA, image_500_15_5.png,9990
CUDA V2, image_500_15_5.png,5366
CUDA CPU V2, image_500_15_5.png,4790
CUDA CPU,image_500_15_6.png,11075
CPU,image_500_15_6.png,11971
CUDA, image_500_15_6.png,9844
CUDA V2, image_500_15_6.png,5681
CUDA CPU V2, image_500_15_6.png,4880
CUDA CPU,image_500_15_7.png,8628
CPU,image_500_15_7.png,12252
CUDA, image_500_15_7.png,10224
CUDA V2, image_500_15_7.png,5700
CUDA CPU V2, image_500_15_7.png,4457
CUDA CPU,image_500_15_8.png,9657
CPU,image_500_15_8.png,12281
CUDA, image_500_15_8.png,9830
CUDA V2, image_500_15_8.png,6151
CUDA CPU V2, image_500_15_8.png,5576
CUDA CPU,image_500_15_9.png,8748
CPU,image_500_15_9.png,13633
CUDA, image_500_15_9.png,9776
CUDA V2, image_500_15_9.png,5571
CUDA CPU V2, image_500_15_9.png,5078
CUDA CPU,image_500_18_0.png,8923
CPU,image_500_18_0.png,13570
CUDA, image_500_18_0.png,10432
CUDA V2, image_500_18_0.png,5626
CUDA CPU V2, image_500_18_0.png,4666
CUDA CPU,image_500_18_1.png,9208
CPU,image_500_18_1.png,13665
CUDA, image_500_18_1.png,11122
CUDA V2, image_500_18_1.png,5266
CUDA CPU V2, image_500_18_1.png,4677
CUDA CPU,image_500_18_2.png,9324
CPU,image_500_18_2.png,13430
CUDA, image_500_18_2.png,10280
CUDA V2, image_500_18_2.png,5718
CUDA CPU V2, image_500_18_2.png,4681
CUDA CPU,image_500_18_3.png,9111
CPU,image_500_18_3.png,13602
CUDA, image_500_18_3.png,9885
CUDA V2, image_500_18_3.png,5658
CUDA CPU V2, image_500_18_3.png,4752
CUDA CPU,image_500_18_4.png,8288
CPU,image_500_18_4.png,13692
CUDA, image_500_18_4.png,9471
CUDA V2, image_500_18_4.png,5666
CUDA CPU V2, image_500_18_4.png,4646
CUDA CPU,image_500_18_5.png,8732
CPU,image_500_18_5.png,13684
CUDA, image_500_18_5.png,9878
CUDA V2, image_500_18_5.png,5935
CUDA CPU V2, image_500_18_5.png,4534
CUDA CPU,image_500_18_6.png,8658
CPU,image_500_18_6.png,13603
CUDA, image_500_18_6.png,9872
CUDA V2, image_500_18_6.png,5708
CUDA CPU V2, image_500_18_6.png,4490
CUDA CPU,image_500_18_7.png,9287
CPU,image_500_18_7.png,13545
CUDA, image_500_18_7.png,9344
CUDA V2, image_500_18_7.png,5724
CUDA CPU V2, image_500_18_7.png,4451
CUDA CPU,image_500_18_8.png,8854
CPU,image_500_18_8.png,13429
CUDA, image_500_18_8.png,9615
CUDA V2, image_500_18_8.png,5545
CUDA CPU V2, image_500_18_8.png,4878
CUDA CPU,image_500_18_9.png,9210
CPU,image_500_18_9.png,13320
CUDA, image_500_18_9.png,10308
CUDA V2, image_500_18_9.png,5704
CUDA CPU V2, image_500_18_9.png,5408
CUDA CPU,image_500_3_0.png,7639
CPU,image_500_3_0.png,6495
CUDA, image_500_3_0.png,8376
CUDA V2, image_500_3_0.png,5381
CUDA CPU V2, image_500_3_0.png,3961
CUDA CPU,image_500_3_1.png,7581
CPU,image_500_3_1.png,6338
CUDA, image_500_3_1.png,8597
CUDA V2, image_500_3_1.png,4584
CUDA CPU V2, image_500_3_1.png,4147
CUDA CPU,image_500_3_2.png,7739
CPU,image_500_3_2.png,6490
CUDA, image_500_3_2.png,8311
CUDA V2, image_500_3_2.png,5378
CUDA CPU V2, image_500_3_2.png,3941
CUDA CPU,image_500_3_3.png,8017
CPU,image_500_3_3.png,6341
CUDA, image_500_3_3.png,8408
CUDA V2, image_500_3_3.png,5015
CUDA CPU V2, image_500_3_3.png,3942
CUDA CPU,image_500_3_4.png,8154
CPU,image_500_3_4.png,6159
CUDA, image_500_3_4.png,8521
CUDA V2, image_500_3_4.png,4693
CUDA CPU V2, image_500_3_4.png,4032
CUDA CPU,image_500_3_5.png,7445
CPU,image_500_3_5.png,6439
CUDA, image_500_3_5.png,8489
CUDA V2, image_500_3_5.png,5090
CUDA CPU V2, image_500_3_5.png,4768
CUDA CPU,image_500_3_6.png,7699
CPU,image_500_3_6.png,6620
CUDA, image_500_3_6.png,8792
CUDA V2, image_500_3_6.png,5207
CUDA CPU V2, image_500_3_6.png,3928
CUDA CPU,image_500_3_7.png,7876
CPU,image_500_3_7.png,6347
CUDA, image_500_3_7.png,8685
CUDA V2, image_500_3_7.png,4858
CUDA CPU V2, image_500_3_7.png,4201
CUDA CPU,image_500_3_8.png,7534
CPU,image_500_3_8.png,6316
CUDA, image_500_3_8.png,8673
CUDA V2, image_500_3_8.png,5082
CUDA CPU V2, image_500_3_8.png,4063
CUDA CPU,image_500_3_9.png,7774
CPU,image_500_3_9.png,6784
CUDA, image_500_3_9.png,8694
CUDA V2, image_500_3_9.png,4668
CUDA CPU V2, image_500_3_9.png,4026
CUDA CPU,image_500_6_0.png,8421
CPU,image_500_6_0.png,8335
CUDA, image_500_6_0.png,8784
CUDA V2, image_500_6_0.png,5406
CUDA CPU V2, image_500_6_0.png,4292
CUDA CPU,image_500_6_1.png,8239
CPU,image_500_6_1.png,7897
CUDA, image_500_6_1.png,9472
CUDA V2, image_500_6_1.png,5227
CUDA CPU V2, image_500_6_1.png,4272
CUDA CPU,image_500_6_2.png,7929
CPU,image_500_6_2.png,7892
CUDA, image_500_6_2.png,9402
CUDA V2, image_500_6_2.png,5277
CUDA CPU V2, image_500_6_2.png,4198
CUDA CPU,image_500_6_3.png,7926
CPU,image_500_6_3.png,7847
CUDA, image_500_6_3.png,8930
CUDA V2, image_500_6_3.png,5170
CUDA CPU V2, image_500_6_3.png,4313
CUDA CPU,image_500_6_4.png,8119
CPU,image_500_6_4.png,7822
CUDA, image_500_6_4.png,9307
CUDA V2, image_500_6_4.png,5237
CUDA CPU V2, image_500_6_4.png,4202
CUDA CPU,image_500_6_5.png,8192
CPU,image_500_6_5.png,7774
CUDA, image_500_6_5.png,9258
CUDA V2, image_500_6_5.png,5659
CUDA CPU V2, image_500_6_5.png,4255
CUDA CPU,image_500_6_6.png,7829
CPU,image_500_6_6.png,7794
CUDA, image_500_6_6.png,9193
CUDA V2, image_500_6_6.png,5145
CUDA CPU V2, image_500_6_6.png,4284
CUDA CPU,image_500_6_7.png,7763
CPU,image_500_6_7.png,7769
CUDA, image_500_6_7.png,9316
CUDA V2, image_500_6_7.png,5126
CUDA CPU V2, image_500_6_7.png,4389
CUDA CPU,image_500_6_8.png,7935
CPU,image_500_6_8.png,7748
CUDA, image_500_6_8.png,8642
CUDA V2, image_500_6_8.png,5344
CUDA CPU V2, image_500_6_8.png,4348
